Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
2.136	5.18e-02	CD8_Mobilised	Blood	UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00344372,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01367992,cg01441777,cg01525376,cg01526089,cg01578324,cg01697865,cg01774645,cg01861509,cg01968530,cg02082571,cg02212836,cg02227605,cg02240622,cg02275294,cg02374486,cg02473123,cg02490034,cg02600394,cg02635407,cg02656594,cg02679745,cg03330678,cg03608974,cg03856723,cg04180953,cg04404982,cg04430204,cg04653308,cg04759756,cg04790874,cg05044994,cg05106502,cg05508558,cg05546038,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg05989054,cg06154570,cg06653796,cg06688396,cg06806711,cg06812844,cg07086380,cg07218880,cg07728874,cg07730301,cg07924575,cg08044694,cg08203715,cg08260891,cg08368934,cg08399444,cg08539991,cg08766149,cg09025324,cg09037813,cg09210315,cg09624565,cg09626634,cg09830866,cg09971811,cg10057295,cg10117369,cg10126923,cg10517312,cg10981541,cg11384427,cg11657615,cg11721194,cg11827101,cg11998307,cg12045829,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg14870461,cg15055101,cg15125472,cg15227982,cg15464148,cg15512851,cg15518883,cg15551881,cg15674432,cg15746187,cg15784615,cg15880738,cg16003913,cg16361890,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17709873,cg17714799,cg17740645,cg17813891,cg17839611,cg18096388,cg18338021,cg18350391,cg18390025,cg18638581,cg18741908,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20340242,cg20651453,cg20654468,cg20674521,cg20713492,cg20720686,cg20777437,cg20792833,cg21019522,cg21030400,cg21400896,cg21428681,cg21480743,cg21846903,cg22016649,cg22045288,cg22224704,cg22266967,cg22442090,cg22467534,cg22566906,cg22681784,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23889010,cg23959705,cg24183958,cg24262469,cg24323726,cg24453664,cg24612198,cg24826867,cg25028542,cg25050026,cg25066857,cg25226014,cg25623459,cg26206598,cg26215727,cg26660631,cg26728422,cg26757673,cg26954174,cg26980692	GSM817160	1.00e+00
1.539	1.41e-01	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00620024,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01525376,cg01526089,cg01578324,cg01618660,cg01623438,cg01697865,cg01774645,cg01861509,cg01968530,cg02082571,cg02225847,cg02227605,cg02275294,cg02374486,cg02473123,cg02490034,cg02600394,cg02635407,cg02656594,cg02679745,cg02927346,cg03548857,cg03574571,cg03608974,cg03856723,cg04108240,cg04180953,cg04398282,cg04404982,cg04430204,cg04451770,cg04653308,cg04790874,cg05044994,cg05106502,cg05461841,cg05508558,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg06229674,cg06653796,cg06688396,cg06791867,cg06806711,cg06812844,cg07086380,cg07218880,cg07408456,cg07728874,cg07924575,cg08203715,cg08260891,cg08368934,cg08519905,cg08539991,cg08766149,cg09025324,cg09037813,cg09210315,cg09626634,cg09830866,cg09971811,cg10057295,cg10117369,cg10126923,cg10287137,cg10981541,cg11384427,cg11657615,cg11721194,cg11898695,cg12044210,cg12045829,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg14324675,cg14511156,cg14654385,cg14870461,cg15055101,cg15146752,cg15227982,cg15464148,cg15512851,cg15518883,cg15551881,cg15880738,cg16003913,cg16361890,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17356733,cg17709873,cg17714799,cg17740645,cg17813891,cg17839611,cg18338021,cg18350391,cg18390025,cg18741908,cg18854666,cg19280776,cg19399532,cg19531130,cg19539004,cg19700658,cg20651453,cg20654468,cg20674521,cg20792833,cg21019522,cg21030400,cg21120249,cg21400896,cg21428681,cg21480743,cg21846903,cg22016649,cg22224704,cg22442090,cg22566906,cg22681784,cg22799850,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23959705,cg24256211,cg24262469,cg24453664,cg24612198,cg24826867,cg25028542,cg25050026,cg25066857,cg25087423,cg25226014,cg25341726,cg25623459,cg25957124,cg26112639,cg26206598,cg26647600,cg26660631,cg26728422,cg26757673,cg26806924,cg26954174,cg26980692,cg27285056	GSM665813	1.00e+00
1.841	8.01e-02	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01525376,cg01526089,cg01578324,cg01623438,cg01774645,cg01861509,cg01968530,cg02039171,cg02212836,cg02225847,cg02227605,cg02275294,cg02374486,cg02473123,cg02490034,cg02600394,cg02635407,cg02656594,cg02679745,cg03548857,cg03856723,cg04180953,cg04398282,cg04404982,cg04451770,cg04653308,cg04759756,cg04790874,cg05044994,cg05106502,cg05508558,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06653796,cg06688396,cg06806711,cg07086380,cg07218880,cg07376232,cg07728874,cg08223235,cg08260891,cg08368934,cg08519905,cg08539991,cg08766149,cg08861115,cg09025324,cg09037813,cg09210315,cg09624565,cg09626634,cg09830866,cg09971811,cg10057295,cg10117369,cg10126923,cg10517312,cg10896774,cg10981541,cg11384427,cg11657615,cg11721194,cg12045829,cg12089698,cg12380764,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg14511156,cg14870461,cg15055101,cg15227982,cg15464148,cg15518883,cg15551881,cg15880738,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17709873,cg17740645,cg17813891,cg17839611,cg18096388,cg18338021,cg18350391,cg18390025,cg18741908,cg18854666,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20340242,cg20654468,cg20674521,cg20792833,cg21030400,cg21428681,cg21480743,cg21578541,cg21846903,cg22224704,cg22442090,cg22467534,cg22566906,cg22680812,cg22681784,cg22799850,cg22854223,cg23090046,cg23221013,cg23547429,cg23668631,cg24091474,cg24262469,cg24453664,cg24612198,cg24826867,cg25028542,cg25050026,cg25066857,cg25087423,cg25226014,cg25259754,cg25341726,cg25623459,cg26206598,cg26647600,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27285056,cg27461196	GSM665838	1.00e+00
0.771	3.28e-01	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01689.DS17332.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01617750,cg01623438,cg01774645,cg01861509,cg01968530,cg02039171,cg02212836,cg02227605,cg02266731,cg02275294,cg02374486,cg02473123,cg02490034,cg02600394,cg02635407,cg02656594,cg02679745,cg03574571,cg03608974,cg03856723,cg04108240,cg04180953,cg04404982,cg04759756,cg04790874,cg05044994,cg05106502,cg05508558,cg05546038,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg06653796,cg06806711,cg06810647,cg06812844,cg07086380,cg07218880,cg07408456,cg07728874,cg07924575,cg08203715,cg08260891,cg08519905,cg08539991,cg08766149,cg09025324,cg09088576,cg09210315,cg09626634,cg09830866,cg10057295,cg10117369,cg10318258,cg10517312,cg10548978,cg10981541,cg11384427,cg11657615,cg11721194,cg11827101,cg12045829,cg12535715,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg14324675,cg14654385,cg14870461,cg15055101,cg15227982,cg15337006,cg15464148,cg15551881,cg15880738,cg16003913,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17296078,cg17356733,cg17709873,cg17714799,cg17813891,cg17839611,cg17952262,cg18096388,cg18338021,cg18350391,cg18390025,cg18741908,cg19280776,cg19399532,cg19531130,cg19700658,cg20651453,cg20654468,cg20792833,cg21030400,cg21120249,cg21400896,cg21480743,cg21846903,cg22045288,cg22224704,cg22442090,cg22566906,cg22681784,cg22799850,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23959705,cg24091474,cg24262469,cg24453664,cg24612198,cg25028542,cg25066857,cg25087423,cg25226014,cg25259754,cg25623459,cg25832796,cg25957124,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27285056,cg27461196	GSM701499	1.00e+00
1.236	1.90e-01	CD8	Blood	UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01701.DS17885.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00344372,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01774645,cg01861509,cg01968530,cg02039171,cg02212836,cg02227605,cg02275294,cg02374486,cg02473123,cg02600394,cg02635407,cg02656594,cg02679745,cg03856723,cg04108240,cg04180953,cg04398282,cg04653308,cg04759756,cg04790874,cg05055150,cg05106502,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06653796,cg06806711,cg07086380,cg07218880,cg07728874,cg07924575,cg08044694,cg08203715,cg08260891,cg08368934,cg08519905,cg08539991,cg08766149,cg09025324,cg09037813,cg09624565,cg09830866,cg09971811,cg10057295,cg10117369,cg10126923,cg10548978,cg10896774,cg10981541,cg11657615,cg11721194,cg11898695,cg12044210,cg12045829,cg12089698,cg12640109,cg12836863,cg13301014,cg13634319,cg13650156,cg14324675,cg14511156,cg14870461,cg15055101,cg15227982,cg15464148,cg15512851,cg15518883,cg15551881,cg15674432,cg15746187,cg15880738,cg16003913,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17709873,cg17740645,cg17813891,cg17839611,cg18096388,cg18338021,cg18350391,cg18390025,cg18741908,cg19280776,cg19491035,cg19531130,cg19700658,cg20651453,cg20654468,cg20674521,cg20792833,cg21030400,cg21120249,cg21237418,cg21400896,cg21428681,cg21480743,cg21578541,cg21846903,cg22016649,cg22224704,cg22442090,cg22467534,cg22566906,cg22681784,cg22799850,cg22854223,cg23090046,cg23221013,cg23547429,cg23668631,cg23959705,cg24262469,cg24453664,cg24612198,cg24826867,cg25028542,cg25050026,cg25066857,cg25087423,cg25226014,cg25259754,cg25623459,cg25832796,cg26206598,cg26215727,cg26660631,cg26728422,cg26757673,cg26954174,cg26980692,cg27285056	GSM701540	1.00e+00
6.668	2.56e-09	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.twopass.merge150.wgt10.zgt2.wig	cg00546897,cg00645579,cg00899659,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01774645,cg01980222,cg02181506,cg02212836,cg02240622,cg02266731,cg02275294,cg02357714,cg02490034,cg02516189,cg02635407,cg02679745,cg03548857,cg03801286,cg03856723,cg04353769,cg04398282,cg04451770,cg04653308,cg04790874,cg05546038,cg05564251,cg05795313,cg05859264,cg06147863,cg06196379,cg06759890,cg06810647,cg06812844,cg06849477,cg07086380,cg07285167,cg07376232,cg07408456,cg07730301,cg07759587,cg08044694,cg08203715,cg08223235,cg08260891,cg08351331,cg08368934,cg08458487,cg08700306,cg08861115,cg09025324,cg09037813,cg09088576,cg09303642,cg09499849,cg09624565,cg09626634,cg09868035,cg09964921,cg09971811,cg10057295,cg10061138,cg10129493,cg10236239,cg10266490,cg10981541,cg11098259,cg11283860,cg11657615,cg11721194,cg11827101,cg11939496,cg11998307,cg12045829,cg12089698,cg12380764,cg12640109,cg12836863,cg12971694,cg13301014,cg13650156,cg13703437,cg13745346,cg14324675,cg14511156,cg14654385,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15248035,cg15374234,cg15512851,cg15528736,cg15536230,cg15551881,cg15784615,cg15958424,cg16097772,cg16139316,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17173423,cg17186163,cg17296078,cg17356733,cg17496921,cg17709873,cg17813891,cg17823175,cg17952262,cg18084554,cg18096388,cg18333690,cg18390025,cg18463686,cg18638581,cg18741908,cg18854666,cg19531130,cg19843036,cg19963522,cg20070090,cg20340242,cg20651453,cg20654468,cg20720686,cg21019522,cg21237418,cg21480743,cg21932814,cg21991396,cg22016649,cg22224704,cg22266967,cg22467534,cg22566906,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24091474,cg24262469,cg24292612,cg24453664,cg24474182,cg24643262,cg24826867,cg24926276,cg25050026,cg25087423,cg25341726,cg25623459,cg25832796,cg25957124,cg26112639,cg26154999,cg26728422,cg26954174,cg26980692,cg27461196,cg27485921	GSM701503	4.80e-06
5.904	6.15e-08	CD14	Blood	UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.twopass.merge150.wgt10.zgt2.wig	cg00546897,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01636591,cg01774645,cg01968530,cg02181506,cg02212836,cg02227605,cg02266731,cg02357714,cg02490034,cg02516189,cg02595219,cg02635407,cg02679745,cg03330678,cg03548857,cg03574571,cg03801286,cg03856723,cg04353769,cg04451770,cg04653308,cg04790874,cg05508558,cg05564251,cg05795313,cg05859264,cg06147863,cg06196379,cg06759890,cg06812844,cg07086380,cg07218880,cg07376232,cg07408456,cg07525077,cg07730301,cg07759587,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08458487,cg08861115,cg09025324,cg09037813,cg09134726,cg09208010,cg09210315,cg09303642,cg09499849,cg09624565,cg09626634,cg09868035,cg10057295,cg10061138,cg10981541,cg11098259,cg11283860,cg11657615,cg11939496,cg11998307,cg12089698,cg12380764,cg12640109,cg12836863,cg12971694,cg13301014,cg13650156,cg13703437,cg14324675,cg14511156,cg14654385,cg15227982,cg15374234,cg15512851,cg15528736,cg15536230,cg15551881,cg15958424,cg16139316,cg16692277,cg16872071,cg17001035,cg17105014,cg17122311,cg17141902,cg17173423,cg17186163,cg17296078,cg17356733,cg17496921,cg17952262,cg18084554,cg18333690,cg18390025,cg18638581,cg18741908,cg18854666,cg19154438,cg19531130,cg19539004,cg19843036,cg19963522,cg20070090,cg20340242,cg20651453,cg20654468,cg20777437,cg21019522,cg21030400,cg21480743,cg21846903,cg21991396,cg22016649,cg22242539,cg22467534,cg22566906,cg22820108,cg22854223,cg23090046,cg23506842,cg23547429,cg23668631,cg23959705,cg24091474,cg24211388,cg24262469,cg24292612,cg24474182,cg24826867,cg24926276,cg25050026,cg25087423,cg25341726,cg25432696,cg25623459,cg25832796,cg25957124,cg26154999,cg26728422,cg26954174,cg26980692,cg27461196,cg27485921	GSM701541	5.77e-05
1.873	8.24e-02	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00234961,cg00328227,cg00620024,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01525376,cg01526089,cg01578324,cg01623438,cg01697865,cg01774645,cg02212836,cg02225847,cg02227605,cg02240622,cg02275294,cg02357714,cg02490034,cg02635407,cg02656594,cg02679745,cg03548857,cg03574571,cg03856723,cg04353769,cg04398282,cg04404982,cg04451770,cg04653308,cg04790874,cg05508558,cg05564251,cg05790038,cg05795313,cg05868799,cg05989054,cg06147863,cg06154570,cg06229674,cg06653796,cg06688396,cg06759890,cg06806711,cg06810647,cg06812844,cg07086380,cg07218880,cg07285167,cg07376232,cg07730301,cg07924575,cg08223235,cg08260891,cg08519905,cg08539991,cg09025324,cg09037813,cg09134726,cg09208010,cg09210315,cg09624565,cg09626634,cg09830866,cg10057295,cg10117369,cg10287137,cg10318258,cg10517312,cg10981541,cg11384427,cg11657615,cg11721194,cg11939496,cg11998307,cg12045829,cg12089698,cg12380764,cg12535715,cg12640109,cg12836863,cg12907644,cg12971694,cg13053608,cg13301014,cg13634319,cg13650156,cg13745346,cg13765621,cg14324675,cg14511156,cg14654385,cg14870461,cg15055101,cg15121304,cg15146752,cg15337006,cg15374234,cg15464148,cg15512851,cg15518883,cg15528736,cg15551881,cg15674432,cg15746187,cg16003913,cg16177830,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17296078,cg17356733,cg17709873,cg17740645,cg17813891,cg17952262,cg18096388,cg18638581,cg18741908,cg19280776,cg19399532,cg19491035,cg19531130,cg19963522,cg20340242,cg20651453,cg20654468,cg20674521,cg20792833,cg21030400,cg21120249,cg21237418,cg21428681,cg21480743,cg21578541,cg22016649,cg22224704,cg22381196,cg22467534,cg22566906,cg22681784,cg22689690,cg22799850,cg22854223,cg23090046,cg23506842,cg23668631,cg23760945,cg24211388,cg24262469,cg24323726,cg24453664,cg24826867,cg25028542,cg25050026,cg25087423,cg25119415,cg25259754,cg25341726,cg25623459,cg25832796,cg25957124,cg26154999,cg26206598,cg26647600,cg26728422,cg26954174,cg26980692	GSM701492	1.00e+00
2.679	2.14e-02	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01182697,cg01367992,cg01441777,cg01525376,cg01526089,cg01578324,cg01617750,cg01623438,cg01774645,cg01968530,cg02212836,cg02225847,cg02227605,cg02240622,cg02275294,cg02357714,cg02490034,cg02516189,cg02635407,cg02656594,cg02679745,cg02927346,cg03548857,cg03574571,cg03608974,cg03856723,cg04108240,cg04398282,cg04404982,cg04451770,cg04653308,cg04784315,cg04790874,cg05106502,cg05508558,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06154570,cg06196379,cg06653796,cg06688396,cg06759890,cg06806711,cg06810647,cg07086380,cg07218880,cg07376232,cg07730301,cg08044694,cg08223235,cg08260891,cg08368934,cg08519905,cg08539991,cg09025324,cg09037813,cg09208010,cg09210315,cg09499849,cg09624565,cg09626634,cg09830866,cg10057295,cg10117369,cg10287137,cg10981541,cg11384427,cg11657615,cg11721194,cg12045829,cg12089698,cg12380764,cg12535715,cg12640109,cg12836863,cg12971694,cg13053608,cg13301014,cg13634319,cg13650156,cg13745346,cg13765621,cg14324675,cg14654385,cg14870461,cg15055101,cg15121304,cg15125472,cg15227982,cg15337006,cg15352315,cg15374234,cg15464148,cg15512851,cg15551881,cg15674432,cg15746187,cg16177830,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17296078,cg17356733,cg17709873,cg17714799,cg17740645,cg17813891,cg17952262,cg18084554,cg18096388,cg18338021,cg18390025,cg18741908,cg19280776,cg19399532,cg19491035,cg19531130,cg19539004,cg19843036,cg20340242,cg20654468,cg20674521,cg20792833,cg21030400,cg21237418,cg21428681,cg21480743,cg21578541,cg21846903,cg21932814,cg22224704,cg22381196,cg22467534,cg22566906,cg22681784,cg22799850,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23760945,cg23959705,cg24211388,cg24262469,cg24323726,cg24453664,cg24826867,cg24926276,cg25028542,cg25050026,cg25087423,cg25623459,cg25832796,cg25957124,cg26206598,cg26728422,cg26954174,cg26980692,cg27285056,cg27461196	GSM701493	1.00e+00
2.215	4.70e-02	CD19	Blood	UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01182697,cg01367992,cg01441777,cg01525376,cg01526089,cg01578324,cg01623438,cg01697865,cg01774645,cg01968530,cg02082571,cg02181506,cg02212836,cg02225847,cg02227605,cg02275294,cg02357714,cg02516189,cg02635407,cg02656594,cg02679745,cg03330678,cg03548857,cg03574571,cg03856723,cg04398282,cg04404982,cg04451770,cg04653308,cg04790874,cg05037688,cg05106502,cg05508558,cg05564251,cg05790038,cg05795313,cg05859264,cg05868799,cg05989054,cg06147863,cg06154570,cg06653796,cg06759890,cg06806711,cg06810647,cg07028533,cg07086380,cg07218880,cg08176694,cg08260891,cg08519905,cg08539991,cg09025324,cg09037813,cg09208010,cg09210315,cg09624565,cg09626634,cg09830866,cg10057295,cg10061138,cg10117369,cg10318258,cg10896774,cg10981541,cg11657615,cg11721194,cg11898695,cg11939496,cg11998307,cg12045829,cg12089698,cg12535715,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg13650156,cg13745346,cg13765621,cg14324675,cg14511156,cg14654385,cg14870461,cg15055101,cg15121304,cg15125472,cg15337006,cg15374234,cg15464148,cg15512851,cg15528736,cg15551881,cg15674432,cg16003913,cg16177830,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17296078,cg17356733,cg17709873,cg17714799,cg17740645,cg17813891,cg17952262,cg18390025,cg18441959,cg18741908,cg18959422,cg19280776,cg19399532,cg19491035,cg19531130,cg20340242,cg20651453,cg20654468,cg20674521,cg20792833,cg21030400,cg21120249,cg21237418,cg21428681,cg21480743,cg21578541,cg21846903,cg22016649,cg22224704,cg22381196,cg22467534,cg22566906,cg22681784,cg22799850,cg22854223,cg23221013,cg23668631,cg23760945,cg23959705,cg24091474,cg24211388,cg24256211,cg24262469,cg24323726,cg24453664,cg24474182,cg24826867,cg25028542,cg25050026,cg25087423,cg25119415,cg25259754,cg25623459,cg25832796,cg25957124,cg26112639,cg26206598,cg26660631,cg26728422,cg26980692,cg27285056	GSM701507	1.00e+00
-2.467	9.95e-01	CD20	Blood	UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01526089,cg01578324,cg01618660,cg01861509,cg01968530,cg02181506,cg02227605,cg02266731,cg02275294,cg02357714,cg02374486,cg02490034,cg02516189,cg02595219,cg02635407,cg02863947,cg02927346,cg03548857,cg03608974,cg03856723,cg04353769,cg04451770,cg04502814,cg05044994,cg05508558,cg05790038,cg05795313,cg05859264,cg05868799,cg06688396,cg06759890,cg06849477,cg07218880,cg07376232,cg07730301,cg08044694,cg08260891,cg08399444,cg08458487,cg08519905,cg08700306,cg09001777,cg09025324,cg09037813,cg09208010,cg09499849,cg09964921,cg10057295,cg10117369,cg10236239,cg10266490,cg10275770,cg10287137,cg10896774,cg10981541,cg11657615,cg12045829,cg12380764,cg12640109,cg12836863,cg13301014,cg13634319,cg13652336,cg14511156,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15352315,cg15464148,cg15528736,cg15784615,cg15958424,cg16003913,cg16097772,cg16139316,cg16465939,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17496921,cg17714799,cg17740645,cg17952262,cg18084554,cg18350391,cg18741908,cg18752880,cg19280776,cg19399532,cg19491035,cg19531130,cg19539004,cg19843036,cg20340242,cg20651453,cg20654468,cg20674521,cg20713492,cg20777437,cg21126943,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22381196,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23889010,cg24183958,cg24211388,cg24256211,cg24262469,cg24292612,cg24453664,cg24826867,cg24926276,cg25028542,cg25050026,cg25832796,cg25957124,cg26154999,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM701500	1.00e+00
3.311	2.44e-03	CD34_Mobilised	Blood	UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_00738.DS13199.twopass.merge150.wgt10.zgt2.wig	cg00134539,cg00234961,cg00328227,cg00415993,cg00620024,cg00645579,cg00899659,cg01040850,cg01182697,cg01525376,cg01526089,cg01578324,cg01617750,cg01618660,cg01623438,cg01774645,cg01968530,cg02181506,cg02227605,cg02275294,cg02357714,cg02490034,cg02635407,cg02656594,cg02679745,cg02927346,cg03548857,cg03574571,cg03608974,cg03856723,cg04398282,cg04451770,cg04502814,cg04653308,cg04784315,cg04790874,cg05508558,cg05795313,cg05868799,cg05989054,cg06147863,cg06653796,cg06688396,cg06759890,cg06812844,cg06849477,cg07028533,cg07218880,cg07376232,cg07408456,cg07730301,cg08203715,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09088576,cg09210315,cg09499849,cg09624565,cg09626634,cg09830866,cg09868035,cg09971811,cg10057295,cg10061138,cg10117369,cg10148841,cg10236239,cg10266490,cg10275770,cg10548978,cg10981541,cg11657615,cg11827101,cg11939496,cg12045829,cg12089698,cg12640109,cg12836863,cg12971694,cg13301014,cg13652336,cg13703437,cg13745346,cg14324675,cg14511156,cg14654385,cg14870461,cg15227982,cg15337006,cg15352315,cg15374234,cg15512851,cg15528736,cg15551881,cg15674432,cg15958424,cg16139316,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17173423,cg17186163,cg17714799,cg17813891,cg17952262,cg18333690,cg18638581,cg18741908,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20070090,cg20340242,cg20654468,cg20674521,cg20713492,cg20764656,cg20792833,cg21019522,cg21030400,cg21237418,cg21428681,cg21480743,cg21578541,cg22016649,cg22224704,cg22442090,cg22467534,cg22566906,cg22681784,cg22799850,cg22820108,cg22854223,cg23090046,cg23228178,cg23668631,cg24091474,cg24183958,cg24211388,cg24262469,cg24453664,cg24474182,cg24926276,cg25028542,cg25050026,cg25341726,cg25432696,cg25623459,cg25832796,cg25957124,cg26112639,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196	GSM530664	2.24e-01
